date,ticker,price
2023-12-20,EEEE,204.36
2023-12-21,EEEE,205.56
2023-12-22,EEEE,201.85
2023-12-25,EEEE,198.99
2023-12-26,EEEE,200.76
2023-12-27,EEEE,199.03
2023-12-28,EEEE,200.55
2023-12-29,EEEE,199.79
2022-01-03,FFFF,486.47
2022-01-04,FFFF,488.62
2022-01-05,FFFF,500.67
2022-01-06,FFFF,495.55
2022-01-07,FFFF,488.49
2022-01-10,FFFF,486.24
2022-01-11,FFFF,497.85
2022-01-12,FFFF,499.79
2022-01-13,FFFF,494.51
2022-01-14,FFFF,499.31
2022-01-17,FFFF,488.43
2022-01-18,FFFF,495.13
2022-01-19,FFFF,499.19
2022-01-20,FFFF,496.13
2022-01-21,FFFF,487.88
2022-01-24,FFFF,479.3
2022-01-25,FFFF,484.45
2022-01-26,FFFF,496.51
2022-01-27,FFFF,490.22
2022-01-28,FFFF,494.74
2022-01-31,FFFF,474.51
2022-02-01,FFFF,469.0
2022-02-02,FFFF,468.7
2022-02-03,FFFF,460.25
2022-02-04,FFFF,451.71
2022-02-07,FFFF,445.72
2022-02-08,FFFF,448.33
2022-02-09,FFFF,446.66
2022-02-10,FFFF,427.1
2022-02-11,FFFF,409.37
2022-02-14,FFFF,404.43
2022-02-15,FFFF,408.15
2022-02-16,FFFF,386.32
2022-02-17,FFFF,382.48
2022-02-18,FFFF,378.48
2022-02-21,FFFF,389.13
2022-02-22,FFFF,386.15
2022-02-23,FFFF,389.12
2022-02-24,FFFF,390.22
2022-02-25,FFFF,373.94
2022-02-28,FFFF,379.73
2022-03-01,FFFF,381.37
2022-03-02,FFFF,385.27
2022-03-03,FFFF,416.74
2022-03-04,FFFF,399.73
2022-03-07,FFFF,413.75
2022-03-08,FFFF,411.38
2022-03-09,FFFF,413.75
2022-03-10,FFFF,413.38
2022-03-11,FFFF,409.88
2022-03-14,FFFF,405.24
2022-03-15,FFFF,407.92
2022-03-16,FFFF,395.73
2022-03-17,FFFF,401.71
2022-03-18,FFFF,398.38
2022-03-21,FFFF,389.48
2022-03-22,FFFF,385.99
2022-03-23,FFFF,395.82
2022-03-24,FFFF,391.6
2022-03-25,FFFF,394.42
2022-03-28,FFFF,388.7
2022-03-29,FFFF,394.63
2022-03-30,FFFF,400.08
2022-03-31,FFFF,415.15
2022-04-01,FFFF,413.69
2022-04-04,FFFF,419.26
2022-04-05,FFFF,420.09
2022-04-06,FFFF,431.12
2022-04-07,FFFF,424.96
2022-04-08,FFFF,431.34
2022-04-11,FFFF,429.67
2022-04-12,FFFF,429.11
2022-04-13,FFFF,429.9
2022-04-14,FFFF,432.08
2022-04-15,FFFF,431.07
2022-04-18,FFFF,432.93
2022-04-19,FFFF,446.81
2022-04-20,FFFF,455.7
2022-04-21,FFFF,463.7
2022-04-22,FFFF,459.49
2022-04-25,FFFF,451.39
2022-04-26,FFFF,460.1
2022-04-27,FFFF,468.23
2022-04-28,FFFF,482.23
2022-04-29,FFFF,476.44
2022-05-02,FFFF,474.25
2022-05-03,FFFF,458.95
2022-05-04,FFFF,455.37
2022-05-05,FFFF,464.53
2022-05-06,FFFF,460.22
2022-05-09,FFFF,466.15
2022-05-10,FFFF,464.38
2022-05-11,FFFF,467.4
2022-05-12,FFFF,456.79
2022-05-13,FFFF,457.57
2022-05-16,FFFF,431.0
2022-05-17,FFFF,429.39
2022-05-18,FFFF,415.62
2022-05-19,FFFF,425.76
2022-05-20,FFFF,432.44
2022-05-23,FFFF,436.49
2022-05-24,FFFF,449.97
2022-05-25,FFFF,441.51
2022-05-26,FFFF,457.22
2022-05-27,FFFF,465.82
2022-05-30,FFFF,463.62
2022-05-31,FFFF,474.27
2022-06-01,FFFF,463.89
2022-06-02,FFFF,456.31
2022-06-03,FFFF,450.79
2022-06-06,FFFF,446.04
2022-06-07,FFFF,436.72
2022-06-08,FFFF,447.53
2022-06-09,FFFF,445.22
2022-06-10,FFFF,448.37
2022-06-13,FFFF,443.28
2022-06-14,FFFF,427.43
2022-06-15,FFFF,429.75
2022-06-16,FFFF,413.62
2022-06-17,FFFF,413.06
2022-06-20,FFFF,401.9
2022-06-21,FFFF,418.2
2022-06-22,FFFF,425.89
2022-06-23,FFFF,426.79
2022-06-24,FFFF,437.72
2022-06-27,FFFF,430.37
2022-06-28,FFFF,435.08
2022-06-29,FFFF,436.82
2022-06-30,FFFF,439.13
2022-07-01,FFFF,450.45
2022-07-04,FFFF,457.1
2022-07-05,FFFF,459.74
2022-07-06,FFFF,444.78
2022-07-07,FFFF,436.32
2022-07-08,FFFF,435.25
2022-07-11,FFFF,436.06
2022-07-12,FFFF,426.31
2022-07-13,FFFF,447.38
2022-07-14,FFFF,461.16
2022-07-15,FFFF,466.74
2022-07-18,FFFF,467.42
2022-07-19,FFFF,465.44
2022-07-20,FFFF,456.66
2022-07-21,FFFF,457.37
2022-07-22,FFFF,459.73
2022-07-25,FFFF,448.46
2022-07-26,FFFF,451.46
2022-07-27,FFFF,450.06
2022-07-28,FFFF,433.21
2022-07-29,FFFF,425.82
2022-08-01,FFFF,422.32
2022-08-02,FFFF,438.56
2022-08-03,FFFF,443.47
2022-08-04,FFFF,431.78
2022-08-05,FFFF,436.0
2022-08-08,FFFF,422.72
2022-08-09,FFFF,431.97
2022-08-10,FFFF,427.92
2022-08-11,FFFF,427.12
2022-08-12,FFFF,438.6
2022-08-15,FFFF,427.45
2022-08-16,FFFF,415.67
2022-08-17,FFFF,410.85
2022-08-18,FFFF,419.47
2022-08-19,FFFF,406.91
2022-08-22,FFFF,384.5
2022-08-23,FFFF,381.05
2022-08-24,FFFF,385.28
2022-08-25,FFFF,394.64
2022-08-26,FFFF,391.0
2022-08-29,FFFF,387.8
2022-08-30,FFFF,396.85
2022-08-31,FFFF,382.28
2022-09-01,FFFF,379.33
2022-09-02,FFFF,380.77
2022-09-05,FFFF,384.21
2022-09-06,FFFF,380.31
2022-09-07,FFFF,380.57
2022-09-08,FFFF,362.1
2022-09-09,FFFF,357.36
2022-09-12,FFFF,360.62
2022-09-13,FFFF,353.6
2022-09-14,FFFF,354.02
2022-09-15,FFFF,357.2
2022-09-16,FFFF,354.76
2022-09-19,FFFF,355.97
2022-09-20,FFFF,349.18
2022-09-21,FFFF,347.74
2022-09-22,FFFF,352.01
2022-09-23,FFFF,353.12
2022-09-26,FFFF,349.0
2022-09-27,FFFF,350.57
2022-09-28,FFFF,355.62
2022-09-29,FFFF,341.33
2022-09-30,FFFF,349.34
2022-10-03,FFFF,346.99
2022-10-04,FFFF,349.96
2022-10-05,FFFF,358.44
2022-10-06,FFFF,348.74
2022-10-07,FFFF,343.83
2022-10-10,FFFF,341.85
2022-10-11,FFFF,336.53
2022-10-12,FFFF,348.41
2022-10-13,FFFF,342.5
2022-10-14,FFFF,338.71
2022-10-17,FFFF,340.1
2022-10-18,FFFF,332.02
2022-10-19,FFFF,329.4
2022-10-20,FFFF,331.5
2022-10-21,FFFF,329.3
2022-10-24,FFFF,328.69
2022-10-25,FFFF,325.22
2022-10-26,FFFF,315.52
2022-10-27,FFFF,317.56
2022-10-28,FFFF,328.9
2022-10-31,FFFF,329.02
2022-11-01,FFFF,330.51
2022-11-02,FFFF,335.12
2022-11-03,FFFF,326.72
2022-11-04,FFFF,338.03
2022-11-07,FFFF,339.41
2022-11-08,FFFF,350.67
2022-11-09,FFFF,345.56
2022-11-10,FFFF,358.36
2022-11-11,FFFF,363.96
2022-11-14,FFFF,368.01
2022-11-15,FFFF,369.73
2022-11-16,FFFF,367.9
2022-11-17,FFFF,376.84
2022-11-18,FFFF,377.9
2022-11-21,FFFF,363.32
2022-11-22,FFFF,355.29
2022-11-23,FFFF,353.97
2022-11-24,FFFF,356.18
2022-11-25,FFFF,355.77
2022-11-28,FFFF,364.55
2022-11-29,FFFF,350.6
2022-11-30,FFFF,351.61
2022-12-01,FFFF,339.05
2022-12-02,FFFF,344.25
2022-12-05,FFFF,343.6
2022-12-06,FFFF,346.49
2022-12-07,FFFF,340.56
2022-12-08,FFFF,349.38
2022-12-09,FFFF,356.74
2022-12-12,FFFF,360.93
2022-12-13,FFFF,359.99
2022-12-14,FFFF,364.19
2022-12-15,FFFF,359.08
2022-12-16,FFFF,365.28
2022-12-19,FFFF,377.53
2022-12-20,FFFF,385.7
2022-12-21,FFFF,380.11
2022-12-22,FFFF,382.87
2022-12-23,FFFF,373.09
2022-12-26,FFFF,377.39
2022-12-27,FFFF,380.81
2022-12-28,FFFF,366.83
2022-12-29,FFFF,358.4
2022-12-30,FFFF,356.38
2023-01-02,FFFF,354.24
2023-01-03,FFFF,345.77
2023-01-04,FFFF,348.48
2023-01-05,FFFF,350.23
2023-01-06,FFFF,348.87
2023-01-09,FFFF,343.64
2023-01-10,FFFF,350.92
2023-01-11,FFFF,362.74
2023-01-12,FFFF,359.25
2023-01-13,FFFF,354.87
2023-01-16,FFFF,358.38
2023-01-17,FFFF,355.82
2023-01-18,FFFF,354.83
2023-01-19,FFFF,360.12
2023-01-20,FFFF,346.63
2023-01-23,FFFF,355.89
2023-01-24,FFFF,356.4
2023-01-25,FFFF,353.48
2023-01-26,FFFF,352.85
2023-01-27,FFFF,352.59
2023-01-30,FFFF,340.59
2023-01-31,FFFF,350.93
2023-02-01,FFFF,351.22
2023-02-02,FFFF,354.34
2023-02-03,FFFF,361.15
2023-02-06,FFFF,353.85
2023-02-07,FFFF,357.21
2023-02-08,FFFF,355.31
2023-02-09,FFFF,361.38
2023-02-10,FFFF,346.32
2023-02-13,FFFF,345.64
2023-02-14,FFFF,341.5
2023-02-15,FFFF,344.46
2023-02-16,FFFF,347.72
2023-02-17,FFFF,342.83
2023-02-20,FFFF,337.98
2023-02-21,FFFF,337.23
2023-02-22,FFFF,331.24
2023-02-23,FFFF,336.86
2023-02-24,FFFF,334.39
2023-02-27,FFFF,315.5
2023-02-28,FFFF,313.14
2023-03-01,FFFF,306.71
2023-03-02,FFFF,296.86
2023-03-03,FFFF,289.6
2023-03-06,FFFF,290.24
2023-03-07,FFFF,298.05
2023-03-08,FFFF,299.93
2023-03-09,FFFF,296.31
2023-03-10,FFFF,299.03
2023-03-13,FFFF,296.29
2023-03-14,FFFF,292.2
2023-03-15,FFFF,285.54
2023-03-16,FFFF,275.7
2023-03-17,FFFF,273.56
2023-03-20,FFFF,274.43
2023-03-21,FFFF,273.9
2023-03-22,FFFF,271.63
2023-03-23,FFFF,266.54
2023-03-24,FFFF,269.8
2023-03-27,FFFF,262.79
2023-03-28,FFFF,266.9
2023-03-29,FFFF,261.6
2023-03-30,FFFF,257.69
2023-03-31,FFFF,250.25
2023-04-03,FFFF,247.75
2023-04-04,FFFF,252.63
2023-04-05,FFFF,255.25
2023-04-06,FFFF,260.29
2023-04-07,FFFF,263.02
2023-04-10,FFFF,257.28
2023-04-11,FFFF,255.58
2023-04-12,FFFF,251.63
2023-04-13,FFFF,258.41
2023-04-14,FFFF,252.3
2023-04-17,FFFF,256.85
2023-04-18,FFFF,261.48
2023-04-19,FFFF,271.23
2023-04-20,FFFF,269.01
2023-04-21,FFFF,272.87
2023-04-24,FFFF,285.61
2023-04-25,FFFF,282.11
2023-04-26,FFFF,273.58
2023-04-27,FFFF,263.48
2023-04-28,FFFF,267.26
2023-05-01,FFFF,257.39
2023-05-02,FFFF,255.48
2023-05-03,FFFF,257.72
2023-05-04,FFFF,258.68
2023-05-05,FFFF,260.89
2023-05-08,FFFF,262.05
2023-05-09,FFFF,268.84
2023-05-10,FFFF,263.77
2023-05-11,FFFF,260.22
2023-05-12,FFFF,256.23
2023-05-15,FFFF,260.52
2023-05-16,FFFF,265.25
2023-05-17,FFFF,267.66
2023-05-18,FFFF,274.07
2023-05-19,FFFF,267.69
2023-05-22,FFFF,276.76
2023-05-23,FFFF,285.32
2023-05-24,FFFF,289.55
2023-05-25,FFFF,300.06
2023-05-26,FFFF,290.28
2023-05-29,FFFF,287.25
2023-05-30,FFFF,283.06
2023-05-31,FFFF,287.17
2023-06-01,FFFF,281.2
2023-06-02,FFFF,285.49
2023-06-05,FFFF,293.43
2023-06-06,FFFF,297.54
2023-06-07,FFFF,299.23
2023-06-08,FFFF,293.38
2023-06-09,FFFF,288.45
2023-06-12,FFFF,295.75
2023-06-13,FFFF,300.39
2023-06-14,FFFF,300.16
2023-06-15,FFFF,297.66
2023-06-16,FFFF,285.84
2023-06-19,FFFF,279.79
2023-06-20,FFFF,290.69
2023-06-21,FFFF,283.34
2023-06-22,FFFF,284.41
2023-06-23,FFFF,290.2
2023-06-26,FFFF,283.01
2023-06-27,FFFF,284.06
2023-06-28,FFFF,289.44
2023-06-29,FFFF,289.51
2023-06-30,FFFF,306.6
2023-07-03,FFFF,296.54
2023-07-04,FFFF,302.89
2023-07-05,FFFF,301.84
2023-07-06,FFFF,306.54
2023-07-07,FFFF,309.25
2023-07-10,FFFF,304.75
2023-07-11,FFFF,306.15
2023-07-12,FFFF,294.99
2023-07-13,FFFF,298.57
2023-07-14,FFFF,300.35
2023-07-17,FFFF,304.21
2023-07-18,FFFF,310.72
2023-07-19,FFFF,313.01
2023-07-20,FFFF,313.94
2023-07-21,FFFF,308.46
2023-07-24,FFFF,304.09
2023-07-25,FFFF,311.4
2023-07-26,FFFF,320.47
2023-07-27,FFFF,318.95
2023-07-28,FFFF,319.24
2023-07-31,FFFF,313.52
2023-08-01,FFFF,320.96
2023-08-02,FFFF,325.26
2023-08-03,FFFF,338.14
2023-08-04,FFFF,332.25
2023-08-07,FFFF,329.75
2023-08-08,FFFF,331.28
2023-08-09,FFFF,335.59
2023-08-10,FFFF,334.14
2023-08-11,FFFF,328.36
2023-08-14,FFFF,334.2
2023-08-15,FFFF,339.05
2023-08-16,FFFF,332.9
2023-08-17,FFFF,342.05
2023-08-18,FFFF,350.15
2023-08-21,FFFF,351.09
2023-08-22,FFFF,351.65
2023-08-23,FFFF,355.57
2023-08-24,FFFF,349.49
2023-08-25,FFFF,349.7
2023-08-28,FFFF,334.97
2023-08-29,FFFF,340.89
2023-08-30,FFFF,330.41
2023-08-31,FFFF,340.49
2023-09-01,FFFF,338.25
2023-09-04,FFFF,336.82
2023-09-05,FFFF,332.62
2023-09-06,FFFF,330.71
2023-09-07,FFFF,340.23
2023-09-08,FFFF,323.71
2023-09-11,FFFF,332.09
2023-09-12,FFFF,334.34
2023-09-13,FFFF,326.37
2023-09-14,FFFF,319.42
2023-09-15,FFFF,330.31
2023-09-18,FFFF,324.12
2023-09-19,FFFF,316.73
2023-09-20,FFFF,324.02
2023-09-21,FFFF,326.22
2023-09-22,FFFF,320.16
2023-09-25,FFFF,321.55
2023-09-26,FFFF,315.02
2023-09-27,FFFF,322.03
2023-09-28,FFFF,328.94
2023-09-29,FFFF,332.46
2023-10-02,FFFF,334.87
2023-10-03,FFFF,346.88
2023-10-04,FFFF,346.88
2023-10-05,FFFF,338.77
2023-10-06,FFFF,341.83
2023-10-09,FFFF,356.4
2023-10-10,FFFF,349.24
2023-10-11,FFFF,346.72
2023-10-12,FFFF,349.62
2023-10-13,FFFF,349.24
2023-10-16,FFFF,342.45
2023-10-17,FFFF,350.22
2023-10-18,FFFF,366.85
2023-10-19,FFFF,368.3
2023-10-20,FFFF,361.7
2023-10-23,FFFF,350.66
2023-10-24,FFFF,352.48
2023-10-25,FFFF,360.35
2023-10-26,FFFF,363.79
2023-10-27,FFFF,363.77
2023-10-30,FFFF,359.51
2023-10-31,FFFF,351.74
2023-11-01,FFFF,357.66
2023-11-02,FFFF,364.26
2023-11-03,FFFF,353.17
2023-11-06,FFFF,364.58
2023-11-07,FFFF,368.79
2023-11-08,FFFF,379.26
2023-11-09,FFFF,369.21
2023-11-10,FFFF,359.26
2023-11-13,FFFF,358.19
2023-11-14,FFFF,361.81
2023-11-15,FFFF,375.05
2023-11-16,FFFF,380.38
2023-11-17,FFFF,378.54
2023-11-20,FFFF,370.85
2023-11-21,FFFF,380.09
2023-11-22,FFFF,372.82
2023-11-23,FFFF,385.17
2023-11-24,FFFF,382.98
2023-11-27,FFFF,395.36
2023-11-28,FFFF,400.77
2023-11-29,FFFF,399.67
2023-11-30,FFFF,395.54
2023-12-01,FFFF,392.85
2023-12-04,FFFF,396.23
2023-12-05,FFFF,396.84
2023-12-06,FFFF,392.16
2023-12-07,FFFF,390.86
2023-12-08,FFFF,391.48
2023-12-11,FFFF,375.16
2023-12-12,FFFF,378.61
2023-12-13,FFFF,371.27
2023-12-14,FFFF,362.8
2023-12-15,FFFF,350.76
2023-12-18,FFFF,338.4
2023-12-19,FFFF,329.35
2023-12-20,FFFF,324.71
2023-12-21,FFFF,337.65
2023-12-22,FFFF,334.12
2023-12-25,FFFF,335.31
2023-12-26,FFFF,338.0
2023-12-27,FFFF,338.89
2023-12-28,FFFF,338.36
2023-12-29,FFFF,330.37
2022-01-03,GGGG,320.81
2022-01-04,GGGG,330.52
2022-01-05,GGGG,325.06
2022-01-06,GGGG,322.71
2022-01-07,GGGG,315.58
2022-01-10,GGGG,313.32
2022-01-11,GGGG,308.1
2022-01-12,GGGG,312.3
2022-01-13,GGGG,312.8
2022-01-14,GGGG,308.57
2022-01-17,GGGG,314.78
2022-01-18,GGGG,316.39
2022-01-19,GGGG,304.92
2022-01-20,GGGG,310.58
2022-01-21,GGGG,311.73
2022-01-24,GGGG,320.52
2022-01-25,GGGG,321.32
2022-01-26,GGGG,316.27
2022-01-27,GGGG,314.98
2022-01-28,GGGG,320.09
2022-01-31,GGGG,315.19
2022-02-01,GGGG,312.43
2022-02-02,GGGG,311.05
2022-02-03,GGGG,303.98
2022-02-04,GGGG,299.41
2022-02-07,GGGG,300.45
2022-02-08,GGGG,307.76
2022-02-09,GGGG,309.72
2022-02-10,GGGG,309.44
2022-02-11,GGGG,304.33
2022-02-14,GGGG,311.07
2022-02-15,GGGG,313.78
2022-02-16,GGGG,309.38
2022-02-17,GGGG,314.99
2022-02-18,GGGG,318.53
2022-02-21,GGGG,313.39
2022-02-22,GGGG,312.76
2022-02-23,GGGG,309.69
2022-02-24,GGGG,326.44
2022-02-25,GGGG,329.93
2022-02-28,GGGG,331.16
2022-03-01,GGGG,334.31
2022-03-02,GGGG,343.66
2022-03-03,GGGG,343.09
2022-03-04,GGGG,339.06
2022-03-07,GGGG,344.84
2022-03-08,GGGG,343.63
2022-03-09,GGGG,336.36
2022-03-10,GGGG,327.96
2022-03-11,GGGG,338.14
2022-03-14,GGGG,339.03
2022-03-15,GGGG,335.06
2022-03-16,GGGG,333.49
2022-03-17,GGGG,338.92
2022-03-18,GGGG,336.94
2022-03-21,GGGG,327.31
2022-03-22,GGGG,329.45
2022-03-23,GGGG,337.51
2022-03-24,GGGG,345.3
2022-03-25,GGGG,341.46
2022-03-28,GGGG,350.24
2022-03-29,GGGG,351.74
2022-03-30,GGGG,360.58
2022-03-31,GGGG,364.74
2022-04-01,GGGG,353.81
2022-04-04,GGGG,366.38
2022-04-05,GGGG,366.76
2022-04-06,GGGG,371.02
2022-04-07,GGGG,361.18
2022-04-08,GGGG,364.85
2022-04-11,GGGG,372.99
2022-04-12,GGGG,387.71
2022-04-13,GGGG,398.72
2022-04-14,GGGG,403.16
2022-04-15,GGGG,390.9
2022-04-18,GGGG,391.93
2022-04-19,GGGG,387.32
2022-04-20,GGGG,389.14
2022-04-21,GGGG,379.79
2022-04-22,GGGG,378.2
2022-04-25,GGGG,374.31
2022-04-26,GGGG,370.22
2022-04-27,GGGG,366.26
2022-04-28,GGGG,365.27
2022-04-29,GGGG,367.36
2022-05-02,GGGG,349.46
2022-05-03,GGGG,333.24
2022-05-04,GGGG,330.99
2022-05-05,GGGG,329.68
2022-05-06,GGGG,330.93
2022-05-09,GGGG,326.15
2022-05-10,GGGG,326.21
2022-05-11,GGGG,327.04
2022-05-12,GGGG,322.27
2022-05-13,GGGG,328.87
2022-05-16,GGGG,330.03
2022-05-17,GGGG,333.66
2022-05-18,GGGG,334.12
2022-05-19,GGGG,348.48
2022-05-20,GGGG,352.66
2022-05-23,GGGG,349.24
2022-05-24,GGGG,355.02
2022-05-25,GGGG,343.58
2022-05-26,GGGG,344.4
2022-05-27,GGGG,346.61
2022-05-30,GGGG,347.52
2022-05-31,GGGG,345.2
2022-06-01,GGGG,338.28
2022-06-02,GGGG,332.99
2022-06-03,GGGG,333.67
2022-06-06,GGGG,326.32
2022-06-07,GGGG,338.08
2022-06-08,GGGG,320.68
2022-06-09,GGGG,318.62
2022-06-10,GGGG,319.32
2022-06-13,GGGG,322.58
2022-06-14,GGGG,316.72
2022-06-15,GGGG,323.99
2022-06-16,GGGG,315.08
2022-06-17,GGGG,311.54
2022-06-20,GGGG,315.43
2022-06-21,GGGG,322.06
2022-06-22,GGGG,313.14
2022-06-23,GGGG,330.15
2022-06-24,GGGG,324.28
2022-06-27,GGGG,315.88
2022-06-28,GGGG,319.07
2022-06-29,GGGG,316.86
2022-06-30,GGGG,313.73
2022-07-01,GGGG,317.49
2022-07-04,GGGG,307.94
2022-07-05,GGGG,297.63
2022-07-06,GGGG,294.09
2022-07-07,GGGG,300.5
2022-07-08,GGGG,297.19
2022-07-11,GGGG,306.85
2022-07-12,GGGG,314.31
2022-07-13,GGGG,316.09
2022-07-14,GGGG,318.25
2022-07-15,GGGG,320.05
2022-07-18,GGGG,321.07
2022-07-19,GGGG,318.73
2022-07-20,GGGG,317.14
2022-07-21,GGGG,310.43
2022-07-22,GGGG,297.0
2022-07-25,GGGG,303.63
2022-07-26,GGGG,304.59
2022-07-27,GGGG,304.63
2022-07-28,GGGG,307.07
2022-07-29,GGGG,302.02
2022-08-01,GGGG,296.03
2022-08-02,GGGG,294.36
2022-08-03,GGGG,302.52
2022-08-04,GGGG,295.53
2022-08-05,GGGG,280.41
2022-08-08,GGGG,277.5
2022-08-09,GGGG,283.91
2022-08-10,GGGG,274.24
2022-08-11,GGGG,267.85
2022-08-12,GGGG,269.26
2022-08-15,GGGG,283.46
2022-08-16,GGGG,275.87
2022-08-17,GGGG,268.27
2022-08-18,GGGG,270.09
2022-08-19,GGGG,276.68
2022-08-22,GGGG,273.24
2022-08-23,GGGG,264.53
2022-08-24,GGGG,266.83
2022-08-25,GGGG,270.13
2022-08-26,GGGG,279.91
2022-08-29,GGGG,283.62
2022-08-30,GGGG,288.35
2022-08-31,GGGG,286.84
2022-09-01,GGGG,301.2
2022-09-02,GGGG,298.81
2022-09-05,GGGG,295.18
2022-09-06,GGGG,306.05
2022-09-07,GGGG,297.16
2022-09-08,GGGG,286.38
2022-09-09,GGGG,287.07
2022-09-12,GGGG,287.06
2022-09-13,GGGG,285.75
2022-09-14,GGGG,291.49
2022-09-15,GGGG,286.24
2022-09-16,GGGG,286.61
2022-09-19,GGGG,284.55
2022-09-20,GGGG,279.53
2022-09-21,GGGG,279.18
2022-09-22,GGGG,283.98
2022-09-23,GGGG,296.29
2022-09-26,GGGG,299.74
2022-09-27,GGGG,285.06
2022-09-28,GGGG,284.84
2022-09-29,GGGG,285.13
2022-09-30,GGGG,290.51
2022-10-03,GGGG,291.59
2022-10-04,GGGG,298.99
2022-10-05,GGGG,301.34
2022-10-06,GGGG,310.88
2022-10-07,GGGG,308.17
2022-10-10,GGGG,309.06
2022-10-11,GGGG,314.21
2022-10-12,GGGG,310.64
2022-10-13,GGGG,305.77
2022-10-14,GGGG,301.94
2022-10-17,GGGG,297.45
2022-10-18,GGGG,300.58
2022-10-19,GGGG,289.75
2022-10-20,GGGG,280.87
2022-10-21,GGGG,291.53
2022-10-24,GGGG,287.33
2022-10-25,GGGG,288.48
2022-10-26,GGGG,280.02
2022-10-27,GGGG,280.55
2022-10-28,GGGG,276.54
2022-10-31,GGGG,268.03
2022-11-01,GGGG,275.29
2022-11-02,GGGG,281.88
2022-11-03,GGGG,281.28
2022-11-04,GGGG,286.96
2022-11-07,GGGG,298.09
2022-11-08,GGGG,302.62
2022-11-09,GGGG,305.54
2022-11-10,GGGG,306.75
2022-11-11,GGGG,310.76
2022-11-14,GGGG,308.51
2022-11-15,GGGG,306.81
2022-11-16,GGGG,309.59
2022-11-17,GGGG,306.67
2022-11-18,GGGG,304.43
2022-11-21,GGGG,304.43
2022-11-22,GGGG,311.52
2022-11-23,GGGG,304.54
2022-11-24,GGGG,309.2
2022-11-25,GGGG,314.14
2022-11-28,GGGG,319.11
2022-11-29,GGGG,314.01
2022-11-30,GGGG,303.55
2022-12-01,GGGG,306.97
2022-12-02,GGGG,308.12
2022-12-05,GGGG,314.38
2022-12-06,GGGG,310.0
2022-12-07,GGGG,314.75
2022-12-08,GGGG,321.46
2022-12-09,GGGG,320.85
2022-12-12,GGGG,323.53
2022-12-13,GGGG,326.02
2022-12-14,GGGG,320.7
2022-12-15,GGGG,324.13
2022-12-16,GGGG,334.82
2022-12-19,GGGG,334.97
2022-12-20,GGGG,325.32
2022-12-21,GGGG,320.88
2022-12-22,GGGG,309.66
2022-12-23,GGGG,317.76
2022-12-26,GGGG,322.65
2022-12-27,GGGG,319.43
2022-12-28,GGGG,310.5
2022-12-29,GGGG,305.37
2022-12-30,GGGG,301.49
2023-01-02,GGGG,302.15
2023-01-03,GGGG,302.61
2023-01-04,GGGG,310.84
2023-01-05,GGGG,306.56
2023-01-06,GGGG,297.45
2023-01-09,GGGG,290.65
2023-01-10,GGGG,290.52
2023-01-11,GGGG,286.31
2023-01-12,GGGG,284.65
2023-01-13,GGGG,282.07
2023-01-16,GGGG,287.71
2023-01-17,GGGG,284.36
2023-01-18,GGGG,282.22
2023-01-19,GGGG,286.3
2023-01-20,GGGG,283.08
2023-01-23,GGGG,285.49
2023-01-24,GGGG,287.39
2023-01-25,GGGG,288.2
2023-01-26,GGGG,281.74
2023-01-27,GGGG,288.75
2023-01-30,GGGG,301.86
2023-01-31,GGGG,301.92
2023-02-01,GGGG,295.67
2023-02-02,GGGG,295.84
2023-02-03,GGGG,301.75
2023-02-06,GGGG,298.06
2023-02-07,GGGG,297.3
2023-02-08,GGGG,299.33
2023-02-09,GGGG,306.62
2023-02-10,GGGG,311.41
2023-02-13,GGGG,316.54
2023-02-14,GGGG,313.85
2023-02-15,GGGG,316.38
2023-02-16,GGGG,311.85
2023-02-17,GGGG,317.17
2023-02-20,GGGG,324.55
2023-02-21,GGGG,328.17
2023-02-22,GGGG,325.76
2023-02-23,GGGG,324.44
2023-02-24,GGGG,336.38
2023-02-27,GGGG,334.02
2023-02-28,GGGG,341.11
2023-03-01,GGGG,343.43
2023-03-02,GGGG,341.15
2023-03-03,GGGG,332.09
2023-03-06,GGGG,333.5
2023-03-07,GGGG,334.11
2023-03-08,GGGG,346.4
2023-03-09,GGGG,340.49
2023-03-10,GGGG,356.49
2023-03-13,GGGG,359.2
2023-03-14,GGGG,361.92
2023-03-15,GGGG,357.65
2023-03-16,GGGG,359.91
2023-03-17,GGGG,363.33
2023-03-20,GGGG,370.21
2023-03-21,GGGG,363.04
2023-03-22,GGGG,373.39
2023-03-23,GGGG,376.1
2023-03-24,GGGG,380.71
2023-03-27,GGGG,379.03
2023-03-28,GGGG,372.06
2023-03-29,GGGG,372.6
2023-03-30,GGGG,374.0
2023-03-31,GGGG,363.78
2023-04-03,GGGG,369.59
2023-04-04,GGGG,377.03
2023-04-05,GGGG,371.57
2023-04-06,GGGG,364.05
2023-04-07,GGGG,361.85
2023-04-10,GGGG,362.02
2023-04-11,GGGG,360.12
2023-04-12,GGGG,359.68
2023-04-13,GGGG,361.27
2023-04-14,GGGG,351.52
2023-04-17,GGGG,342.82
2023-04-18,GGGG,324.65
2023-04-19,GGGG,330.83
2023-04-20,GGGG,330.93
2023-04-21,GGGG,337.94
2023-04-24,GGGG,330.34
2023-04-25,GGGG,330.5
2023-04-26,GGGG,331.92
2023-04-27,GGGG,328.21
2023-04-28,GGGG,318.17
2023-05-01,GGGG,329.48
